InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
501092,DOT,DOTCOM POSTAGE,-4,2011-10-19 13:49:00,39.9,13883,Portugal
501092,85099B,JUMBO BAG RED RETROSPOT,18,2011-09-29 10:56:00,0.0,16085,Portugal
501093,84029E,RED WOOLLY HOTTIE WHITE HEART.,11,2011-01-26 21:14:00,5.95,17290,Belgium
501093,85123A,WHITE HANGING HEART T-LIGHT HOLDER,15,2010-07-09 17:47:00,18.9,,Australia
501093,22423,REGENCY CAKESTAND 3 TIER,4,2011-11-07 19:10:00,24.5,16174,Belgium
501094,84879,ASSORTED COLOUR BIRD ORNAMENT,5,2010-03-09 19:30:00,2.1,13193,Switzerland
501094,22720,SET OF 3 CAKE TINS PANTRY DESIGN,4,2010-05-05 16:38:00,24.5,15373,Netherlands
501094,84406B,CREAM CUPID HEARTS COAT HANGER,10,2010-07-07 17:44:00,5.95,16234,Portugal
501095,POST,POSTAGE,10,2010-10-13 15:54:00,0.85,,Sweden
501095,POST,POSTAGE,13,2010-03-27 19:15:00,3.75,15434,France
501095,TEST001,TEST PRODUCT,1,2010-08-26 19:01:00,-1.0,15675,Germany
501096,47566,PARTY BUNTING,3,2011-04-16 15:29:00,1.25,16206,Portugal
501096,DOT,DOTCOM POSTAGE,6,2010-03-31 10:18:00,18.9,14961,Switzerland
501096,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2010-02-27 16:20:00,3.75,,France
501097,71053,WHITE METAL LANTERN,9,2010-09-21 10:24:00,5.95,13888,Netherlands
501097,M,MANUAL,15,2011-02-04 08:04:00,24.5,12727,Spain
501097,21730,GLASS STAR FROSTED T-LIGHT HOLDER,8,2011-11-18 18:26:00,8.5,12808,Sweden
501098,71053,WHITE METAL LANTERN,18,2010-04-24 10:03:00,24.5,15590,Belgium
501098,TEST001,TEST PRODUCT,11,2011-03-29 08:19:00,12.75,,Netherlands
501098,84406B,CREAM CUPID HEARTS COAT HANGER,5,2011-05-01 18:10:00,0.85,13752,Portugal
501099,POST,POSTAGE,13,2010-07-07 20:56:00,39.9,17815,Sweden
501099,85099B,JUMBO BAG RED RETROSPOT,13,2011-04-10 21:44:00,8.5,14475,Switzerland
501099,84406B,CREAM CUPID HEARTS COAT HANGER,1,2011-08-28 19:30:00,39.9,12695,Belgium
501100,84879,ASSORTED COLOUR BIRD ORNAMENT,6,2010-08-14 17:28:00,0.85,,Belgium
501100,TEST001,TEST PRODUCT,10,2010-02-18 19:38:00,12.75,13835,Switzerland
501100,22720,SET OF 3 CAKE TINS PANTRY DESIGN,9,2010-05-10 18:04:00,39.9,14184, switzerland 
501101,84029E,RED WOOLLY HOTTIE WHITE HEART.,15,2011-08-06 15:58:00,1.25,12391,United Kingdom
501101,84406B,CREAM CUPID HEARTS COAT HANGER,1,2010-10-11 22:03:00,8.5,16751,Portugal
501101,71053,WHITE METAL LANTERN,6,2011-01-10 16:19:00,8.5,,United Kingdom
501102,71053,WHITE METAL LANTERN,3,2011-06-30 14:14:00,1.25,13949,Netherlands
501102,47566,PARTY BUNTING,17,2011-11-26 10:59:00,3.75,14024,France
501102,84029E,RED WOOLLY HOTTIE WHITE HEART.,9,2011-02-06 11:14:00,0.85,13154,United Kingdom
501103,22423,REGENCY CAKESTAND 3 TIER,5,2010-02-13 17:41:00,8.5,12518,Australia
501103,85099B,JUMBO BAG RED RETROSPOT,5,2011-08-29 14:24:00,3.75,,Portugal
501103,TEST001,TEST PRODUCT,3,2010-08-20 14:25:00,8.5,15458,United Kingdom
501104,22720,SET OF 3 CAKE TINS PANTRY DESIGN,7,2011-03-23 10:03:00,18.9,18052,France
501104,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2011-10-16 16:42:00,12.75,14057,Belgium
501104,47566,PARTY BUNTING,2,2011-09-04 10:00:00,2.1,16698,Portugal
501105,84879,ASSORTED COLOUR BIRD ORNAMENT,5,2010-07-08 13:03:00,2.1,,Australia
501105,21730,GLASS STAR FROSTED T-LIGHT HOLDER,17,2010-05-24 22:03:00,8.5,13729,France
501105,DOT,DOTCOM POSTAGE,12,2010-09-14 08:21:00,1.25,15340,Belgium
501106,22720,SET OF 3 CAKE TINS PANTRY DESIGN,15,2011-05-31 15:20:00,1.25,16663,Switzerland
501106,22720,SET OF 3 CAKE TINS PANTRY DESIGN,1,2010-12-20 17:07:00,39.9,15553,Spain
501106,84029E,RED WOOLLY HOTTIE WHITE HEART.,16,2010-05-15 08:48:00,39.9,,Spain
501107,22423,REGENCY CAKESTAND 3 TIER,1,2011-08-21 08:22:00,12.75,14867,Netherlands
501107,TEST001,TEST PRODUCT,4,2010-03-02 22:28:00,8.5,13041,Switzerland
501107,84406B,CREAM CUPID HEARTS COAT HANGER,1,2010-03-07 08:31:00,18.9,16186,Portugal
501108,47566,PARTY BUNTING,6,2010-05-29 15:42:00,2.1,15152,Sweden
501108,M,MANUAL,4,2011-04-05 10:37:00,1.25,,Australia
501108,22423,REGENCY CAKESTAND 3 TIER,7,2010-06-08 19:35:00,5.95,17121,Portugal
501109,47566,PARTY BUNTING,15,2011-11-18 19:58:00,2.1,14239,Switzerland
501109,84879,ASSORTED COLOUR BIRD ORNAMENT,12,2011-07-30 11:04:00,0.85,15588,France
501109,22423,REGENCY CAKESTAND 3 TIER,16,2010-10-17 11:13:00,18.9,16852,Switzerland
501110,84879,ASSORTED COLOUR BIRD ORNAMENT,17,2010-06-26 21:56:00,12.75,,France
501110,22720,SET OF 3 CAKE TINS PANTRY DESIGN,16,2011-05-13 10:11:00,39.9,13305,Spain
501110,84406B,CREAM CUPID HEARTS COAT HANGER,18,2010-01-08 22:57:00,2.1,13367,Netherlands
C501111,84879,ASSORTED COLOUR BIRD ORNAMENT,7,2011-06-08 19:10:00,5.95,15022,Switzerland
501111,71053,WHITE METAL LANTERN,7,2010-01-16 13:05:00,39.9,17203,United Kingdom
501111,84029E,RED WOOLLY HOTTIE WHITE HEART.,7,2011-02-22 14:47:00,39.9,,Switzerland
501112,85099B,JUMBO BAG RED RETROSPOT,12,2011-01-10 18:16:00,8.5,15498,Spain
501112,84879,ASSORTED COLOUR BIRD ORNAMENT,5,2010-07-02 13:56:00,8.5,12733,Germany
501112,84029E,RED WOOLLY HOTTIE WHITE HEART.,2,2011-06-17 14:02:00,2.1,13502,Spain
501113,47566,PARTY BUNTING,12,03/02/2010 21:48,12.75,16694,Portugal
501113,84029E,RED WOOLLY HOTTIE WHITE HEART.,15,2010-02-12 21:11:00,8.5,,Portugal
501113,84029E,RED WOOLLY HOTTIE WHITE HEART.,9,2010-07-28 21:24:00,39.9,16597,France
501114,POST,POSTAGE,4,2010-10-29 11:05:00,8.5,16354,United Kingdom
501114,84406B,CREAM CUPID HEARTS COAT HANGER,7,2011-04-10 17:10:00,18.9,13289,Germany
501114,21730,GLASS STAR FROSTED T-LIGHT HOLDER,14,2011-11-18 22:32:00,5.95,15425,Australia
501115,DOT,DOTCOM POSTAGE,6,2010-11-04 17:20:00,8.5,,United Kingdom
501115,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2011-03-18 10:06:00,18.9,17508,Germany
501115,22720,SET OF 3 CAKE TINS PANTRY DESIGN,18,2010-05-30 12:36:00,18.9,18238,Belgium
501116,DOT,DOTCOM POSTAGE,13,2011-02-01 11:54:00,2.1,16502,United Kingdom
501116,85099B,JUMBO BAG RED RETROSPOT,5,2011-05-04 15:14:00,18.9,12565,Netherlands
501116,84029E,RED WOOLLY HOTTIE WHITE HEART.,14,2011-08-09 22:32:00,24.5,,Spain
501117,TEST001,TEST PRODUCT,17,2011-02-09 14:31:00,1.25,17533,Sweden
501117,M,MANUAL,3,2010-01-08 19:24:00,0.85,15548,Germany
501117,DOT,DOTCOM POSTAGE,13,2010-03-20 20:57:00,5.95,14447,Belgium
501118,47566,PARTY BUNTING,14,2010-11-10 20:51:00,1.25,12669,Sweden
501118,DOT,DOTCOM POSTAGE,14,2011-09-10 13:42:00,12.75,,Portugal
501118,M,MANUAL,5,2011-01-08 08:10:00,0.85,17895,Spain
501119,TEST001,TEST PRODUCT,3,2011-10-19 19:19:00,3.75,16373,Netherlands
501119,22720,SET OF 3 CAKE TINS PANTRY DESIGN,18,2011-01-09 18:18:00,2.1,15936,Portugal
501119,M,MANUAL,4,2010-03-30 20:21:00,1.25,14901,Spain
501120,21730,GLASS STAR FROSTED T-LIGHT HOLDER,5,2011-11-25 20:20:00,2.1,,Australia
501120,85123A,WHITE HANGING HEART T-LIGHT HOLDER,11,2011-11-11 12:27:00,12.75,18028,United Kingdom
501120,85099B,JUMBO BAG RED RETROSPOT,4,2011-11-23 17:31:00,5.95,18041,France
501121,84029E,RED WOOLLY HOTTIE WHITE HEART.,12,2010-11-10 19:18:00,8.5,16332,France
501121,22423,REGENCY CAKESTAND 3 TIER,9,2011-08-30 11:32:00,0.85,16067,Germany
501121,22423,REGENCY CAKESTAND 3 TIER,14,2010-04-23 15:38:00,1.25,,Germany
501122,TEST001,TEST PRODUCT,11,2010-05-20 19:09:00,1.25,13979,Sweden
501122,DOT,DOTCOM POSTAGE,11,2011-03-23 10:48:00,8.5,15324,Spain
501122,84029E,RED WOOLLY HOTTIE WHITE HEART.,11,2010-04-08 16:33:00,2.1,13305,Portugal
501123,85099B,JUMBO BAG RED RETROSPOT,8,2010-09-23 20:53:00,8.5,13776,France
501123,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2010-07-17 17:12:00,8.5,,Germany
501123,DOT,DOTCOM POSTAGE,11,2011-10-06 11:48:00,8.5,13970,Germany
501124,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-01-28 13:21:00,39.9,16227,Sweden
501124,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,2010-04-15 08:12:00,39.9,17905,Sweden
501124,M,MANUAL,5,2011-03-29 08:13:00,0.85,15511,France
501125,84029E,RED WOOLLY HOTTIE WHITE HEART.,9,2010-09-25 09:49:00,5.95,,France
501125,71053,WHITE METAL LANTERN,17,2010-01-22 10:12:00,12.75,18112,Spain
501125,85099B,JUMBO BAG RED RETROSPOT,3,2011-04-03 12:11:00,18.9,17024,Netherlands
501126,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2011-05-10 18:14:00,18.9,16345,Sweden
501126,85099B,JUMBO BAG RED RETROSPOT,17,2010-09-15 21:28:00,3.75,14350,Sweden
501126,71053,WHITE METAL LANTERN,16,2011-03-05 16:21:00,5.95,,Sweden
501127,47566,PARTY BUNTING,14,2010-03-29 10:12:00,2.1,13898,Germany
501127,84029E,RED WOOLLY HOTTIE WHITE HEART.,13,2011-10-29 11:14:00,3.75,17364,Sweden
501127,85123A,WHITE HANGING HEART T-LIGHT HOLDER,13,2011-07-18 16:15:00,0.85,14237,Germany
501128,M,MANUAL,15,2011-11-18 16:02:00,3.75,16696,Sweden
501128,47566,PARTY BUNTING,11,2010-06-15 22:20:00,5.95,,France
501128,71053,WHITE METAL LANTERN,9,2011-05-29 22:23:00,18.9,14332,Belgium
501129,DOT,DOTCOM POSTAGE,13,2010-04-09 09:01:00,8.5,17083,France
501129,M,MANUAL,1,2010-01-01 10:43:00,39.9,14502,Netherlands
501129,47566,PARTY BUNTING,3,2011-03-11 18:40:00,1.25,15409,Belgium
501130,22720,SET OF 3 CAKE TINS PANTRY DESIGN,-14,2011-02-05 13:13:00,39.9,,Portugal
501130,22720,SET OF 3 CAKE TINS PANTRY DESIGN,9,2010-07-13 12:30:00,1.25,17714,Germany
501130,85099B,JUMBO BAG RED RETROSPOT,17,2010-03-07 10:15:00,24.5,15167,Netherlands
501131,22423,REGENCY CAKESTAND 3 TIER,10,2010-07-01 15:05:00,0.85,17180,Netherlands
501131,M,MANUAL,6,2011-01-04 11:32:00,24.5,15994,Australia
501131,POST,POSTAGE,3,2010-02-15 10:24:00,2.1,,Sweden
501132,M,MANUAL,4,2011-08-15 20:55:00,0.85,15396,Belgium
501132,47566,PARTY BUNTING,8,2011-10-26 09:50:00,8.5,14179,Switzerland
501132,22423,REGENCY CAKESTAND 3 TIER,18,2011-01-17 14:40:00,3.75,17029,Switzerland
501133,M,MANUAL,15,2010-09-30 11:36:00,3.75,16797,United Kingdom
501133,DOT,DOTCOM POSTAGE,7,2010-07-02 09:37:00,8.5,,Australia
501133,22423,REGENCY CAKESTAND 3 TIER,7,2010-09-20 08:26:00,5.95,12761,Spain
501134,POST,POSTAGE,18,2011-08-02 12:35:00,0.85,12991,Spain
501134,47566,PARTY BUNTING,9,2011-04-26 19:50:00,2.1,17693,Australia
501134,M,MANUAL,14,2010-01-02 09:38:00,39.9,13486,Switzerland
501135,84879,ASSORTED COLOUR BIRD ORNAMENT,7,2011-05-20 10:54:00,12.75,,France
501135,47566,PARTY BUNTING,9,2010-05-23 11:06:00,39.9,17857,Switzerland
501135,M,manual,3,2011-07-28 21:11:00,1.25,18203,Germany
501136,85123A,WHITE HANGING HEART T-LIGHT HOLDER,17,2010-11-09 19:58:00,5.95,14635,Netherlands
501136,M,MANUAL,18,2010-12-31 16:49:00,12.75,17845,Belgium
501136,22720,SET OF 3 CAKE TINS PANTRY DESIGN,10,2010-04-09 11:11:00,2.1,,Germany
501137,M,MANUAL,4,2010-10-15 14:19:00,12.75,17818,Portugal
501137,47566,PARTY BUNTING,11,2011-09-20 10:55:00,8.5,16453,Spain
501137,84406B,CREAM CUPID HEARTS COAT HANGER,6,2010-02-02 10:34:00,8.5,17601,Sweden
501138,DOT,DOTCOM POSTAGE,8,2010-05-05 16:36:00,0.85,17532,Netherlands
501138,POST,POSTAGE,2,2010-09-17 08:22:00,18.9,,United Kingdom
501138,71053,WHITE METAL LANTERN,2,2011-08-24 16:05:00,5.95,13506,Netherlands
501139,M,MANUAL,1,2011-06-15 21:49:00,5.95,17474,United Kingdom
501139,22720,SET OF 3 CAKE TINS PANTRY DESIGN,15,2011-02-12 12:27:00,2.1,12545,Netherlands
501139,84406B,CREAM CUPID HEARTS COAT HANGER,6,2011-03-08 19:29:00,8.5,14733,Switzerland
501140,DOT,DOTCOM POSTAGE,1,2011-11-29 13:38:00,0.85,,Netherlands
501140,M,MANUAL,1,2010-10-19 11:14:00,2.1,14779,Sweden
501140,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2011-09-19 10:15:00,5.95,16769,Australia
501141,85099B,JUMBO BAG RED RETROSPOT,16,2011-10-19 17:54:00,0.85,12790,Portugal
501141,DOT,DOTCOM POSTAGE,13,2010-09-30 21:44:00,8.5,13597,Spain
501141,84029E,RED WOOLLY HOTTIE WHITE HEART.,2,2011-06-30 13:50:00,1.25,,Australia
501142,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2011-02-02 09:52:00,0.85,12932,United Kingdom
501142,TEST001,TEST PRODUCT,3,2011-08-16 11:33:00,0.0,13723,United Kingdom
501142,M,MANUAL,18,2010-03-16 19:35:00,3.75,16034,Spain
501143,DOT,DOTCOM POSTAGE,15,2011-02-09 19:19:00,39.9,17626, sweden 
501143,M,MANUAL,1,2010-10-17 19:19:00,2.1,,Germany
501143,22423,REGENCY CAKESTAND 3 TIER,12,2011-10-13 18:17:00,5.95,12565,Australia
501144,47566,PARTY BUNTING,8,2010-11-13 13:15:00,2.1,17336,United Kingdom
501144,84029E,RED WOOLLY HOTTIE WHITE HEART.,9,2010-05-01 16:55:00,24.5,16038,Germany
C501144,47566,PARTY BUNTING,3,2011-03-11 20:39:00,5.95,14620,Belgium
501145,POST,POSTAGE,2,2010-05-31 12:01:00,3.75,,Germany
501145,84406B,CREAM CUPID HEARTS COAT HANGER,5,2010-05-20 16:01:00,24.5,14417,Switzerland
501145,DOT,DOTCOM POSTAGE,9,2010-12-07 21:35:00,24.5,15691,United Kingdom
501146,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2011-08-27 18:34:00,1.25,14602,Belgium
501146,85123A,WHITE HANGING HEART T-LIGHT HOLDER,14,2010-07-08 11:16:00,39.9,12904,Sweden
501146,85099B,JUMBO BAG RED RETROSPOT,18,2010-10-16 20:50:00,24.5,,Portugal
501147,TEST001,TEST PRODUCT,15,2011-02-09 15:01:00,1.25,15354,Switzerland
501147,84406B,CREAM CUPID HEARTS COAT HANGER,14,2010-08-02 19:35:00,39.9,18058,Australia
501147,TEST001,TEST PRODUCT,1,2010-03-02 15:44:00,18.9,12752,Switzerland
501148,DOT,DOTCOM POSTAGE,18,2010-12-22 08:15:00,39.9,17526,United Kingdom
501148,POST,POSTAGE,5,2011-04-30 18:03:00,39.9,,Australia
501148,84879,ASSORTED COLOUR BIRD ORNAMENT,13,2011-09-24 08:05:00,39.9,12934,Australia
501149,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,2010-10-29 14:08:00,24.5,13636,Germany
501149,M,MANUAL,15,2010-04-06 10:36:00,12.75,18116,Australia
501149,22720,SET OF 3 CAKE TINS PANTRY DESIGN,15,2011-11-30 15:01:00,8.5,17737,United Kingdom
501150,21730,GLASS STAR FROSTED T-LIGHT HOLDER,9,2010-08-29 10:56:00,5.95,,Sweden
501150,TEST001,TEST PRODUCT,2,2010-10-08 16:33:00,18.9,15566,France
501150,21730,GLASS STAR FROSTED T-LIGHT HOLDER,12,2010-07-03 21:24:00,0.85,14245,Portugal
501151,85123A,WHITE HANGING HEART T-LIGHT HOLDER,17,2010-10-20 10:49:00,8.5,13134,Australia
501151,22423,REGENCY CAKESTAND 3 TIER,15,2011-10-14 21:39:00,24.5,15006,Switzerland
501151,84029E,RED WOOLLY HOTTIE WHITE HEART.,16,2010-05-22 22:52:00,12.75,,Netherlands
501152,21730,GLASS STAR FROSTED T-LIGHT HOLDER,16,2010-09-29 09:26:00,1.25,17147,Australia
501152,DOT,DOTCOM POSTAGE,6,2011-06-19 17:41:00,1.25,16785,Netherlands
501152,POST,POSTAGE,11,2011-07-17 21:02:00,39.9,16460,France
501153,M,MANUAL,1,2010-11-15 10:43:00,3.75,14935,Germany
501153,POST,POSTAGE,11,2010-06-14 14:44:00,-1.0,,Netherlands
501153,84879,ASSORTED COLOUR BIRD ORNAMENT,13,2011-04-14 11:49:00,12.75,17673,United Kingdom
501154,47566,PARTY BUNTING,12,2010-04-27 08:48:00,2.1,12842,Portugal
501154,22720,SET OF 3 CAKE TINS PANTRY DESIGN,9,2010-07-14 10:26:00,8.5,18164,Australia
501154,85099B,JUMBO BAG RED RETROSPOT,12,2010-01-08 13:51:00,0.85,18091,Australia
501155,84029E,RED WOOLLY HOTTIE WHITE HEART.,5,2011-11-14 13:27:00,12.75,,Sweden
501155,22720,SET OF 3 CAKE TINS PANTRY DESIGN,6,2010-07-29 12:19:00,2.1,17416,Portugal
501155,84029E,RED WOOLLY HOTTIE WHITE HEART.,14,2010-02-05 21:27:00,12.75,16218,Portugal
501156,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2010-08-15 22:47:00,3.75,14181,Netherlands
501156,47566,PARTY BUNTING,4,2011-11-25 15:41:00,0.85,15521,Portugal
501156,TEST001,TEST PRODUCT,3,2011-01-26 09:36:00,39.9,,United Kingdom
501157,85099B,JUMBO BAG RED RETROSPOT,12,2011-11-27 12:46:00,5.95,13160,United Kingdom
501157,84029E,RED WOOLLY HOTTIE WHITE HEART.,10,2010-10-31 21:33:00,1.25,17010,Belgium
501157,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2010-08-17 19:42:00,0.85,17372,Portugal
501158,POST,POSTAGE,3,2010-11-25 21:25:00,18.9,15458,United Kingdom
501158,22423,REGENCY CAKESTAND 3 TIER,8,2011-09-20 19:11:00,18.9,,Sweden
501158,M,MANUAL,3,2010-12-21 12:20:00,3.75,16036,Germany
501159,84879,ASSORTED COLOUR BIRD ORNAMENT,14,2010-02-23 11:41:00,39.9,18188,Australia
501159,TEST001,TEST PRODUCT,15,2011-01-05 08:41:00,2.1,14984,France
501159,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,2010-11-16 22:02:00,8.5,16964,Australia
501160,84406B,CREAM CUPID HEARTS COAT HANGER,6,2010-04-23 08:59:00,0.85,,Belgium
501160,47566,PARTY BUNTING,3,2010-01-08 10:12:00,0.85,17504,United Kingdom
501160,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-01-22 17:24:00,1.25,14823,Switzerland
501161,22423,REGENCY CAKESTAND 3 TIER,12,2010-07-23 12:13:00,24.5,17469,Netherlands
501161,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2010-12-26 17:46:00,5.95,14902,Sweden
501161,POST,POSTAGE,17,2010-05-27 20:40:00,18.9,,Belgium
501162,22423,REGENCY CAKESTAND 3 TIER,11,2011-09-28 11:53:00,5.95,16381,Sweden
501162,21730,GLASS STAR FROSTED T-LIGHT HOLDER,7,2011-11-22 18:50:00,1.25,16862,Belgium
501162,22423,REGENCY CAKESTAND 3 TIER,11,2011-07-05 13:37:00,5.95,16151,Belgium
501163,47566,PARTY BUNTING,7,2011-04-09 15:55:00,24.5,12383,Netherlands
501163,POST,POSTAGE,9,2010-02-21 14:47:00,8.5,,Switzerland
501163,POST,POSTAGE,11,2011-02-06 10:48:00,2.1,13917,Sweden
501164,85099B,JUMBO BAG RED RETROSPOT,13,2010-08-09 13:39:00,2.1,16927,United Kingdom
501164,85123A,WHITE HANGING HEART T-LIGHT HOLDER,11,2010-10-25 08:13:00,12.75,17062,Spain
501164,POST,POSTAGE,10,2010-12-23 09:27:00,12.75,13017,Belgium
501165,DOT,DOTCOM POSTAGE,14,2010-05-06 15:31:00,0.85,,Australia
501165,DOT,DOTCOM POSTAGE,5,2010-09-11 22:31:00,18.9,16436,Switzerland
501165,M,MANUAL,13,2010-03-06 20:31:00,8.5,17079,Sweden
501166,85123A,WHITE HANGING HEART T-LIGHT HOLDER,18,2010-02-14 09:25:00,39.9,14287,Spain
501166,84406B,CREAM CUPID HEARTS COAT HANGER,8,2011-05-14 10:15:00,2.1,16767,Belgium
501166,TEST001,TEST PRODUCT,12,2010-06-17 08:27:00,1.25,,Switzerland
501167,TEST001,TEST PRODUCT,4,2010-04-03 20:18:00,18.9,16485,Netherlands
501167,71053,WHITE METAL LANTERN,18,2011-07-11 13:49:00,2.1,17289,Spain
501167,M,MANUAL,-16,2010-11-11 11:28:00,5.95,16323,Belgium
501168,DOT,DOTCOM POSTAGE,14,2010-12-17 18:18:00,1.25,16320,France
501168,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-08-06 20:21:00,1.25,,Portugal
501168,84879,ASSORTED COLOUR BIRD ORNAMENT,4,2011-04-09 12:32:00,8.5,16839,Sweden
501169,M,MANUAL,5,2010-02-21 09:24:00,3.75,12953,Netherlands
501169,POST,POSTAGE,7,2011-08-08 14:16:00,8.5,13639,Sweden
501169,84879,ASSORTED COLOUR BIRD ORNAMENT,4,2011-08-30 17:56:00,5.95,15031,Portugal
501170,22423,REGENCY CAKESTAND 3 TIER,8,2011-03-01 14:19:00,2.1,,Portugal
501170,22423,REGENCY CAKESTAND 3 TIER,11,2010-04-19 15:36:00,12.75,15818,Germany
501170,DOT,DOTCOM POSTAGE,5,2010-07-01 22:25:00,0.85,15313,Australia
501171,TEST001,TEST PRODUCT,5,2011-02-07 16:04:00,1.25,17410,Spain
501171,47566,PARTY BUNTING,11,2011-09-09 09:56:00,12.75,15813,United Kingdom
501171,71053,WHITE METAL LANTERN,17,2010-09-23 11:15:00,12.75,,Netherlands
501172,22720,SET OF 3 CAKE TINS PANTRY DESIGN,9,2010-01-20 10:56:00,12.75,12509,Portugal
501172,TEST001,TEST PRODUCT,4,2010-10-26 19:55:00,18.9,17214,Netherlands
501172,TEST001,TEST PRODUCT,6,2010-03-17 21:00:00,8.5,15421,Spain
501173,84406B,CREAM CUPID HEARTS COAT HANGER,16,2010-07-14 19:04:00,8.5,18062,France
501173,22720,SET OF 3 CAKE TINS PANTRY DESIGN,5,2010-05-02 10:11:00,8.5,,Spain
501173,21730,GLASS STAR FROSTED T-LIGHT HOLDER,16,2010-02-06 10:46:00,18.9,14123,Sweden
501174,POST,POSTAGE,18,2010-11-04 22:17:00,5.95,16917,France
501174,POST,POSTAGE,3,2010-02-24 12:21:00,18.9,14541,Sweden
501174,71053,WHITE METAL LANTERN,8,2010-01-14 15:58:00,0.85,13138,Australia
501175,TEST001,TEST PRODUCT,18,2011-09-30 14:28:00,8.5,,Belgium
501175,DOT,DOTCOM POSTAGE,18,2010-03-31 14:20:00,5.95,13439,Switzerland
501175,85099B,JUMBO BAG RED RETROSPOT,4,2010-10-14 20:14:00,5.95,17019,France
501176,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,2010-06-10 09:56:00,5.95,14025,Sweden
501176,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-05-08 16:02:00,5.95,17884,United Kingdom
501176,84406B,CREAM CUPID HEARTS COAT HANGER,5,2011-09-14 10:36:00,3.75,,Germany
501177,POST,POSTAGE,1,2011-06-15 22:18:00,1.25,14500,Belgium
501177,85099B,JUMBO BAG RED RETROSPOT,7,2010-11-16 12:13:00,5.95,14660,Sweden
501177,M,MANUAL,5,2010-12-17 19:11:00,12.75,16115,Spain
501178,71053,WHITE METAL LANTERN,14,2010-09-26 20:50:00,8.5,14678,Sweden
C501178,21730,GLASS STAR FROSTED T-LIGHT HOLDER,9,2011-06-24 18:09:00,39.9,,Switzerland
501178,84406B,CREAM CUPID HEARTS COAT HANGER,14,2010-06-07 15:41:00,24.5,14426,Belgium
501179,84406B,CREAM CUPID HEARTS COAT HANGER,10,2010-12-09 10:34:00,8.5,14697,Portugal
501179,84406B,CREAM CUPID HEARTS COAT HANGER,9,2011-11-12 17:28:00,5.95,12925,Switzerland
501179,85099B,JUMBO BAG RED RETROSPOT,12,2010-03-15 16:08:00,39.9,12424,Portugal
501180,DOT,DOTCOM POSTAGE,9,2011-10-30 18:18:00,18.9,,Spain
501180,DOT,DOTCOM POSTAGE,4,2011-09-30 20:05:00,8.5,13018,Portugal
501180,DOT,DOTCOM POSTAGE,15,2010-02-28 09:49:00,12.75,13644,Portugal
501181,M,MANUAL,6,2011-01-04 11:42:00,2.1,13828,Australia
501181,71053,WHITE METAL LANTERN,12,2011-01-18 11:20:00,8.5,13244,Belgium
501181,22423,REGENCY CAKESTAND 3 TIER,17,2011-04-17 13:47:00,12.75,,Germany
501182,21730,GLASS STAR FROSTED T-LIGHT HOLDER,18,2010-01-23 12:05:00,18.9,15861,Belgium
501182,22720,SET OF 3 CAKE TINS PANTRY DESIGN,13,2011-05-02 13:15:00,1.25,13494,Germany
501182,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2011-11-18 08:48:00,5.95,12645,Belgium
501183,84029E,RED WOOLLY HOTTIE WHITE HEART.,16,2010-06-26 22:41:00,24.5,16524,Portugal
501183,84879,ASSORTED COLOUR BIRD ORNAMENT,10,2011-07-23 22:13:00,8.5,,Switzerland
501183,84029E,RED WOOLLY HOTTIE WHITE HEART.,17,2011-04-14 10:07:00,3.75,13974,United Kingdom
501184,22720,SET OF 3 CAKE TINS PANTRY DESIGN,18,2010-07-02 11:10:00,39.9,16787,Spain
501184,84406B,CREAM CUPID HEARTS COAT HANGER,13,2011-10-31 21:00:00,2.1,15179,France
501184,71053,WHITE METAL LANTERN,16,2011-01-25 15:25:00,5.95,14859,Germany
501185,84879,ASSORTED COLOUR BIRD ORNAMENT,13,2011-10-28 08:54:00,1.25,,United Kingdom
501185,21730,GLASS STAR FROSTED T-LIGHT HOLDER,11,2010-12-29 11:49:00,0.85,14621, france 
501185,84879,ASSORTED COLOUR BIRD ORNAMENT,3,2011-02-26 15:13:00,39.9,17137,Belgium
501186,47566,PARTY BUNTING,17,2010-07-27 17:20:00,8.5,15848,Germany
