InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue
501141,DOT,DOTCOM POSTAGE,13,2010-09-30 21:44:00,8.5,13597,Spain,110.5
501142,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2011-02-02 09:52:00,0.85,12932,United Kingdom,8.5
501142,M,MANUAL,18,2010-03-16 19:35:00,3.75,16034,Spain,67.5
501143,DOT,DOTCOM POSTAGE,15,2011-02-09 19:19:00,39.9,17626,Sweden,598.5
501143,22423,REGENCY CAKESTAND 3 TIER,12,2011-10-13 18:17:00,5.95,12565,Australia,71.4
501144,47566,PARTY BUNTING,8,2010-11-13 13:15:00,2.1,17336,United Kingdom,16.8
501144,84029E,RED WOOLLY HOTTIE WHITE HEART.,9,2010-05-01 16:55:00,24.5,16038,Germany,220.5
501145,84406B,CREAM CUPID HEARTS COAT HANGER,5,2010-05-20 16:01:00,24.5,14417,Switzerland,122.5
501145,DOT,DOTCOM POSTAGE,9,2010-12-07 21:35:00,24.5,15691,United Kingdom,220.5
501146,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2011-08-27 18:34:00,1.25,14602,Belgium,1.25
501146,85123A,WHITE HANGING HEART T-LIGHT HOLDER,14,2010-07-08 11:16:00,39.9,12904,Sweden,558.6
501147,TEST001,TEST PRODUCT,15,2011-02-09 15:01:00,1.25,15354,Switzerland,18.75
501147,84406B,CREAM CUPID HEARTS COAT HANGER,14,2010-08-02 19:35:00,39.9,18058,Australia,558.6
501147,TEST001,TEST PRODUCT,1,2010-03-02 15:44:00,18.9,12752,Switzerland,18.9
501148,DOT,DOTCOM POSTAGE,18,2010-12-22 08:15:00,39.9,17526,United Kingdom,718.2
501148,84879,ASSORTED COLOUR BIRD ORNAMENT,13,2011-09-24 08:05:00,39.9,12934,Australia,518.7
501149,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,2010-10-29 14:08:00,24.5,13636,Germany,98.0
501149,M,MANUAL,15,2010-04-06 10:36:00,12.75,18116,Australia,191.25
501149,22720,SET OF 3 CAKE TINS PANTRY DESIGN,15,2011-11-30 15:01:00,8.5,17737,United Kingdom,127.5
501150,TEST001,TEST PRODUCT,2,2010-10-08 16:33:00,18.9,15566,France,37.8
501150,21730,GLASS STAR FROSTED T-LIGHT HOLDER,12,2010-07-03 21:24:00,0.85,14245,Portugal,10.2
501151,85123A,WHITE HANGING HEART T-LIGHT HOLDER,17,2010-10-20 10:49:00,8.5,13134,Australia,144.5
501151,22423,REGENCY CAKESTAND 3 TIER,15,2011-10-14 21:39:00,24.5,15006,Switzerland,367.5
501152,21730,GLASS STAR FROSTED T-LIGHT HOLDER,16,2010-09-29 09:26:00,1.25,17147,Australia,20.0
501152,DOT,DOTCOM POSTAGE,6,2011-06-19 17:41:00,1.25,16785,Netherlands,7.5
501152,POST,POSTAGE,11,2011-07-17 21:02:00,39.9,16460,France,438.9
501153,M,MANUAL,1,2010-11-15 10:43:00,3.75,14935,Germany,3.75
501153,84879,ASSORTED COLOUR BIRD ORNAMENT,13,2011-04-14 11:49:00,12.75,17673,United Kingdom,165.75
501154,47566,PARTY BUNTING,12,2010-04-27 08:48:00,2.1,12842,Portugal,25.2
501154,22720,SET OF 3 CAKE TINS PANTRY DESIGN,9,2010-07-14 10:26:00,8.5,18164,Australia,76.5
501154,85099B,JUMBO BAG RED RETROSPOT,12,2010-01-08 13:51:00,0.85,18091,Australia,10.2
501155,22720,SET OF 3 CAKE TINS PANTRY DESIGN,6,2010-07-29 12:19:00,2.1,17416,Portugal,12.6
501155,84029E,RED WOOLLY HOTTIE WHITE HEART.,14,2010-02-05 21:27:00,12.75,16218,Portugal,178.5
501156,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2010-08-15 22:47:00,3.75,14181,Netherlands,26.25
501156,47566,PARTY BUNTING,4,2011-11-25 15:41:00,0.85,15521,Portugal,3.4
501157,85099B,JUMBO BAG RED RETROSPOT,12,2011-11-27 12:46:00,5.95,13160,United Kingdom,71.4
501157,84029E,RED WOOLLY HOTTIE WHITE HEART.,10,2010-10-31 21:33:00,1.25,17010,Belgium,12.5
501157,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2010-08-17 19:42:00,0.85,17372,Portugal,0.85
501158,POST,POSTAGE,3,2010-11-25 21:25:00,18.9,15458,United Kingdom,56.7
501158,M,MANUAL,3,2010-12-21 12:20:00,3.75,16036,Germany,11.25
501159,84879,ASSORTED COLOUR BIRD ORNAMENT,14,2010-02-23 11:41:00,39.9,18188,Australia,558.6
501159,TEST001,TEST PRODUCT,15,2011-01-05 08:41:00,2.1,14984,France,31.5
501159,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,2010-11-16 22:02:00,8.5,16964,Australia,34.0
501160,47566,PARTY BUNTING,3,2010-01-08 10:12:00,0.85,17504,United Kingdom,2.55
501160,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-01-22 17:24:00,1.25,14823,Switzerland,10.0
501161,22423,REGENCY CAKESTAND 3 TIER,12,2010-07-23 12:13:00,24.5,17469,Netherlands,294.0
501161,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2010-12-26 17:46:00,5.95,14902,Sweden,29.75
501162,22423,REGENCY CAKESTAND 3 TIER,11,2011-09-28 11:53:00,5.95,16381,Sweden,65.45
501162,21730,GLASS STAR FROSTED T-LIGHT HOLDER,7,2011-11-22 18:50:00,1.25,16862,Belgium,8.75
501162,22423,REGENCY CAKESTAND 3 TIER,11,2011-07-05 13:37:00,5.95,16151,Belgium,65.45
501163,47566,PARTY BUNTING,7,2011-04-09 15:55:00,24.5,12383,Netherlands,171.5
501163,POST,POSTAGE,11,2011-02-06 10:48:00,2.1,13917,Sweden,23.1
501164,85099B,JUMBO BAG RED RETROSPOT,13,2010-08-09 13:39:00,2.1,16927,United Kingdom,27.3
501164,85123A,WHITE HANGING HEART T-LIGHT HOLDER,11,2010-10-25 08:13:00,12.75,17062,Spain,140.25
501164,POST,POSTAGE,10,2010-12-23 09:27:00,12.75,13017,Belgium,127.5
501165,DOT,DOTCOM POSTAGE,5,2010-09-11 22:31:00,18.9,16436,Switzerland,94.5
501165,M,MANUAL,13,2010-03-06 20:31:00,8.5,17079,Sweden,110.5
501166,85123A,WHITE HANGING HEART T-LIGHT HOLDER,18,2010-02-14 09:25:00,39.9,14287,Spain,718.2
501166,84406B,CREAM CUPID HEARTS COAT HANGER,8,2011-05-14 10:15:00,2.1,16767,Belgium,16.8
501167,TEST001,TEST PRODUCT,4,2010-04-03 20:18:00,18.9,16485,Netherlands,75.6
501167,71053,WHITE METAL LANTERN,18,2011-07-11 13:49:00,2.1,17289,Spain,37.8
501168,DOT,DOTCOM POSTAGE,14,2010-12-17 18:18:00,1.25,16320,France,17.5
501168,84879,ASSORTED COLOUR BIRD ORNAMENT,4,2011-04-09 12:32:00,8.5,16839,Sweden,34.0
501169,M,MANUAL,5,2010-02-21 09:24:00,3.75,12953,Netherlands,18.75
501169,POST,POSTAGE,7,2011-08-08 14:16:00,8.5,13639,Sweden,59.5
501169,84879,ASSORTED COLOUR BIRD ORNAMENT,4,2011-08-30 17:56:00,5.95,15031,Portugal,23.8
501170,22423,REGENCY CAKESTAND 3 TIER,11,2010-04-19 15:36:00,12.75,15818,Germany,140.25
501170,DOT,DOTCOM POSTAGE,5,2010-07-01 22:25:00,0.85,15313,Australia,4.25
501171,TEST001,TEST PRODUCT,5,2011-02-07 16:04:00,1.25,17410,Spain,6.25
501171,47566,PARTY BUNTING,11,2011-09-09 09:56:00,12.75,15813,United Kingdom,140.25
501172,22720,SET OF 3 CAKE TINS PANTRY DESIGN,9,2010-01-20 10:56:00,12.75,12509,Portugal,114.75
501172,TEST001,TEST PRODUCT,4,2010-10-26 19:55:00,18.9,17214,Netherlands,75.6
501172,TEST001,TEST PRODUCT,6,2010-03-17 21:00:00,8.5,15421,Spain,51.0
501173,84406B,CREAM CUPID HEARTS COAT HANGER,16,2010-07-14 19:04:00,8.5,18062,France,136.0
501173,21730,GLASS STAR FROSTED T-LIGHT HOLDER,16,2010-02-06 10:46:00,18.9,14123,Sweden,302.4
501174,POST,POSTAGE,18,2010-11-04 22:17:00,5.95,16917,France,107.1
501174,POST,POSTAGE,3,2010-02-24 12:21:00,18.9,14541,Sweden,56.7
501174,71053,WHITE METAL LANTERN,8,2010-01-14 15:58:00,0.85,13138,Australia,6.8
501175,DOT,DOTCOM POSTAGE,18,2010-03-31 14:20:00,5.95,13439,Switzerland,107.1
501175,85099B,JUMBO BAG RED RETROSPOT,4,2010-10-14 20:14:00,5.95,17019,France,23.8
501176,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,2010-06-10 09:56:00,5.95,14025,Sweden,23.8
501176,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-05-08 16:02:00,5.95,17884,United Kingdom,11.9
501177,POST,POSTAGE,1,2011-06-15 22:18:00,1.25,14500,Belgium,1.25
501177,85099B,JUMBO BAG RED RETROSPOT,7,2010-11-16 12:13:00,5.95,14660,Sweden,41.65
501177,M,MANUAL,5,2010-12-17 19:11:00,12.75,16115,Spain,63.75
501178,71053,WHITE METAL LANTERN,14,2010-09-26 20:50:00,8.5,14678,Sweden,119.0
501178,84406B,CREAM CUPID HEARTS COAT HANGER,14,2010-06-07 15:41:00,24.5,14426,Belgium,343.0
501179,84406B,CREAM CUPID HEARTS COAT HANGER,10,2010-12-09 10:34:00,8.5,14697,Portugal,85.0
501179,84406B,CREAM CUPID HEARTS COAT HANGER,9,2011-11-12 17:28:00,5.95,12925,Switzerland,53.55
501179,85099B,JUMBO BAG RED RETROSPOT,12,2010-03-15 16:08:00,39.9,12424,Portugal,478.8
501180,DOT,DOTCOM POSTAGE,4,2011-09-30 20:05:00,8.5,13018,Portugal,34.0
501180,DOT,DOTCOM POSTAGE,15,2010-02-28 09:49:00,12.75,13644,Portugal,191.25
501181,M,MANUAL,6,2011-01-04 11:42:00,2.1,13828,Australia,12.6
501181,71053,WHITE METAL LANTERN,12,2011-01-18 11:20:00,8.5,13244,Belgium,102.0
501182,21730,GLASS STAR FROSTED T-LIGHT HOLDER,18,2010-01-23 12:05:00,18.9,15861,Belgium,340.2
501182,22720,SET OF 3 CAKE TINS PANTRY DESIGN,13,2011-05-02 13:15:00,1.25,13494,Germany,16.25
501182,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2011-11-18 08:48:00,5.95,12645,Belgium,5.95
501183,84029E,RED WOOLLY HOTTIE WHITE HEART.,16,2010-06-26 22:41:00,24.5,16524,Portugal,392.0
501183,84029E,RED WOOLLY HOTTIE WHITE HEART.,17,2011-04-14 10:07:00,3.75,13974,United Kingdom,63.75
501184,22720,SET OF 3 CAKE TINS PANTRY DESIGN,18,2010-07-02 11:10:00,39.9,16787,Spain,718.2
501184,84406B,CREAM CUPID HEARTS COAT HANGER,13,2011-10-31 21:00:00,2.1,15179,France,27.3
501184,71053,WHITE METAL LANTERN,16,2011-01-25 15:25:00,5.95,14859,Germany,95.2
501185,21730,GLASS STAR FROSTED T-LIGHT HOLDER,11,2010-12-29 11:49:00,0.85,14621,France,9.35
501185,84879,ASSORTED COLOUR BIRD ORNAMENT,3,2011-02-26 15:13:00,39.9,17137,Belgium,119.7
501186,47566,PARTY BUNTING,17,2010-07-27 17:20:00,8.5,15848,Germany,144.5
501186,22720,SET OF 3 CAKE TINS PANTRY DESIGN,2,2010-04-05 22:25:00,12.75,15372,Switzerland,25.5
501187,47566,PARTY BUNTING,18,2010-08-04 17:04:00,0.85,17002,Switzerland,15.3
501187,84879,ASSORTED COLOUR BIRD ORNAMENT,2,2010-04-04 14:29:00,0.85,18146,Germany,1.7
501187,POST,POSTAGE,11,2010-08-13 20:59:00,3.75,13361,Portugal,41.25
501188,85099B,JUMBO BAG RED RETROSPOT,10,2010-03-21 15:59:00,5.95,16190,Belgium,59.5
501188,M,MANUAL,6,2011-09-18 18:20:00,5.95,13848,France,35.7
501189,DOT,DOTCOM POSTAGE,13,2011-06-15 08:24:00,3.75,12924,Spain,48.75
501189,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2010-11-30 09:31:00,24.5,16105,United Kingdom,294.0
501189,M,MANUAL,7,2011-07-18 14:57:00,18.9,13186,Sweden,132.3
501190,21730,GLASS STAR FROSTED T-LIGHT HOLDER,14,2010-05-03 11:27:00,18.9,16051,United Kingdom,264.6
501190,M,MANUAL,10,2010-10-04 11:50:00,5.95,14912,France,59.5
501191,22720,SET OF 3 CAKE TINS PANTRY DESIGN,1,2010-06-21 11:04:00,24.5,16719,Germany,24.5
501191,84406B,CREAM CUPID HEARTS COAT HANGER,15,2010-07-16 10:14:00,5.95,12766,France,89.25
501192,71053,WHITE METAL LANTERN,15,2010-12-22 08:42:00,0.85,14636,Spain,12.75
501192,85099B,JUMBO BAG RED RETROSPOT,10,2010-05-30 10:08:00,1.25,15954,France,12.5
501193,84879,ASSORTED COLOUR BIRD ORNAMENT,12,2011-11-09 11:56:00,12.75,12734,Belgium,153.0
501193,TEST001,TEST PRODUCT,8,2010-11-29 19:19:00,12.75,17280,Germany,102.0
501194,DOT,DOTCOM POSTAGE,17,2011-08-18 16:44:00,12.75,18073,United Kingdom,216.75
501194,71053,WHITE METAL LANTERN,2,2010-06-28 17:40:00,8.5,14597,Belgium,17.0
501194,47566,PARTY BUNTING,12,2010-08-06 16:14:00,39.9,14302,United Kingdom,478.8
501195,DOT,DOTCOM POSTAGE,10,2010-06-30 10:50:00,24.5,16686,Netherlands,245.0
501195,22720,SET OF 3 CAKE TINS PANTRY DESIGN,16,2011-04-28 09:40:00,8.5,14538,Germany,136.0
501196,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2011-11-16 16:18:00,8.5,15689,Australia,59.5
501196,47566,PARTY BUNTING,6,2010-04-07 09:16:00,2.1,14012,Switzerland,12.6
501197,71053,WHITE METAL LANTERN,2,2011-06-10 13:26:00,3.75,13374,Belgium,7.5
501197,TEST001,TEST PRODUCT,13,2010-08-01 15:58:00,5.95,13490,Spain,77.35
501197,47566,PARTY BUNTING,2,2011-04-04 15:47:00,1.25,16999,Portugal,2.5
501198,47566,PARTY BUNTING,11,2010-01-05 16:33:00,5.95,15235,Portugal,65.45
501198,84029E,RED WOOLLY HOTTIE WHITE HEART.,17,2010-01-01 12:33:00,8.5,18063,France,144.5
501199,84406B,CREAM CUPID HEARTS COAT HANGER,10,2010-02-23 09:42:00,3.75,17544,Belgium,37.5
501199,TEST001,TEST PRODUCT,5,2011-09-26 20:11:00,18.9,12992,Portugal,94.5
501199,85099B,JUMBO BAG RED RETROSPOT,13,2010-01-03 12:06:00,39.9,16352,Netherlands,518.7
501200,21730,GLASS STAR FROSTED T-LIGHT HOLDER,14,2011-06-10 15:03:00,8.5,13245,Netherlands,119.0
501200,47566,PARTY BUNTING,18,2010-07-10 21:06:00,24.5,15029,United Kingdom,441.0
501201,21730,GLASS STAR FROSTED T-LIGHT HOLDER,13,2011-06-03 08:31:00,3.75,17725,Netherlands,48.75
501201,22423,REGENCY CAKESTAND 3 TIER,14,2011-06-24 17:35:00,8.5,13292,Netherlands,119.0
501202,84879,ASSORTED COLOUR BIRD ORNAMENT,4,2011-11-15 11:09:00,5.95,15089,Portugal,23.8
501202,71053,WHITE METAL LANTERN,8,2011-03-31 20:02:00,5.95,15236,France,47.6
501202,71053,WHITE METAL LANTERN,7,2011-10-01 11:51:00,39.9,15284,Spain,279.3
501203,85123A,WHITE HANGING HEART T-LIGHT HOLDER,18,2011-01-29 18:29:00,5.95,12393,Germany,107.1
501203,M,MANUAL,1,2011-06-04 20:21:00,24.5,12878,United Kingdom,24.5
501204,47566,PARTY BUNTING,16,2011-05-09 11:14:00,24.5,16504,Spain,392.0
501204,84029E,RED WOOLLY HOTTIE WHITE HEART.,5,2011-11-12 22:30:00,0.85,16523,United Kingdom,4.25
501204,85099B,JUMBO BAG RED RETROSPOT,5,2010-01-18 14:57:00,2.1,16549,Germany,10.5
501205,84029E,RED WOOLLY HOTTIE WHITE HEART.,11,2011-01-26 13:56:00,3.75,17958,France,41.25
501206,22720,SET OF 3 CAKE TINS PANTRY DESIGN,14,2011-05-03 13:28:00,2.1,14104,Netherlands,29.4
501206,71053,WHITE METAL LANTERN,12,2010-02-16 13:17:00,5.95,14705,France,71.4
501207,85123A,WHITE HANGING HEART T-LIGHT HOLDER,15,2010-03-05 19:24:00,12.75,12387,Switzerland,191.25
501207,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2011-07-21 08:04:00,24.5,18121,Australia,294.0
501207,84029E,RED WOOLLY HOTTIE WHITE HEART.,10,2010-10-19 22:58:00,39.9,17405,Portugal,399.0
501208,85099B,JUMBO BAG RED RETROSPOT,9,2011-05-13 18:52:00,1.25,16317,Portugal,11.25
501208,M,MANUAL,13,2011-11-10 22:45:00,3.75,14240,Switzerland,48.75
501209,84029E,RED WOOLLY HOTTIE WHITE HEART.,17,2011-03-02 13:50:00,12.75,15170,Australia,216.75
501209,22720,SET OF 3 CAKE TINS PANTRY DESIGN,3,2011-04-15 14:13:00,5.95,15801,Switzerland,17.85
501209,21730,GLASS STAR FROSTED T-LIGHT HOLDER,16,2011-05-14 18:21:00,39.9,13306,Netherlands,638.4
501210,85099B,JUMBO BAG RED RETROSPOT,17,2011-05-30 08:59:00,1.25,16472,Belgium,21.25
501210,85099B,JUMBO BAG RED RETROSPOT,9,2010-05-21 10:07:00,8.5,17542,Netherlands,76.5
501211,84029E,RED WOOLLY HOTTIE WHITE HEART.,17,2011-06-19 12:34:00,5.95,15948,Australia,101.15
501212,M,MANUAL,12,2011-10-30 20:12:00,0.85,15952,Netherlands,10.2
501212,85099B,JUMBO BAG RED RETROSPOT,11,2010-10-01 20:38:00,12.75,13203,Germany,140.25
501213,DOT,DOTCOM POSTAGE,8,2010-10-12 15:57:00,39.9,16506,Australia,319.2
501213,84406B,CREAM CUPID HEARTS COAT HANGER,6,2011-05-16 15:23:00,18.9,17631,Netherlands,113.4
501214,M,MANUAL,5,2010-02-15 13:13:00,18.9,13270,Sweden,94.5
501214,POST,POSTAGE,14,2011-06-19 18:40:00,1.25,16227,Switzerland,17.5
501214,POST,POSTAGE,14,2010-01-15 14:13:00,5.95,16149,United Kingdom,83.3
501215,TEST001,TEST PRODUCT,14,2010-09-07 10:18:00,5.95,14862,Netherlands,83.3
501215,M,MANUAL,9,2011-09-02 19:47:00,2.1,15791,Spain,18.9
501216,TEST001,TEST PRODUCT,18,2011-01-30 09:37:00,8.5,12775,Switzerland,153.0
501216,22720,SET OF 3 CAKE TINS PANTRY DESIGN,7,2010-06-10 13:52:00,8.5,13811,Sweden,59.5
501217,84029E,RED WOOLLY HOTTIE WHITE HEART.,16,2010-08-02 12:37:00,24.5,14163,Germany,392.0
501217,85123A,WHITE HANGING HEART T-LIGHT HOLDER,17,2011-10-05 22:23:00,1.25,12685,United Kingdom,21.25
501217,22720,SET OF 3 CAKE TINS PANTRY DESIGN,14,2011-07-08 10:14:00,39.9,16899,Switzerland,558.6
501218,47566,PARTY BUNTING,12,2011-06-01 16:25:00,1.25,13459,Belgium,15.0
501218,84406B,CREAM CUPID HEARTS COAT HANGER,3,2011-02-26 18:07:00,0.85,16460,Belgium,2.55
501219,84406B,CREAM CUPID HEARTS COAT HANGER,1,2011-02-17 11:14:00,3.75,13082,France,3.75
501219,TEST001,TEST PRODUCT,6,2011-04-11 15:19:00,1.25,14433,Netherlands,7.5
501219,22423,REGENCY CAKESTAND 3 TIER,11,2011-03-05 22:42:00,12.75,13880,Belgium,140.25
501220,84406B,CREAM CUPID HEARTS COAT HANGER,17,2011-05-04 20:29:00,18.9,15180,United Kingdom,321.3
501221,M,MANUAL,14,2010-12-16 12:14:00,39.9,15307,Germany,558.6
501221,DOT,DOTCOM POSTAGE,11,2010-03-17 18:40:00,2.1,14747,Belgium,23.1
501222,22720,SET OF 3 CAKE TINS PANTRY DESIGN,2,2011-04-04 10:22:00,8.5,15207,Germany,17.0
501222,47566,PARTY BUNTING,3,2010-04-13 10:35:00,0.85,13192,Netherlands,2.55
501222,85099B,JUMBO BAG RED RETROSPOT,15,2011-08-30 18:14:00,39.9,18151,United Kingdom,598.5
501223,22720,SET OF 3 CAKE TINS PANTRY DESIGN,14,2011-08-16 15:24:00,1.25,13139,Netherlands,17.5
501223,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,2010-02-22 20:11:00,5.95,16350,Australia,23.8
501224,M,MANUAL,12,2010-09-05 11:50:00,3.75,16677,Netherlands,45.0
501224,22720,SET OF 3 CAKE TINS PANTRY DESIGN,13,2010-03-22 22:59:00,0.85,17179,Germany,11.05
501224,TEST001,TEST PRODUCT,17,2010-11-11 17:42:00,8.5,14201,Portugal,144.5
501225,POST,POSTAGE,17,2011-03-11 21:43:00,18.9,15209,Australia,321.3
501225,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2011-01-20 18:38:00,0.85,13772,Spain,2.55
501226,71053,WHITE METAL LANTERN,11,2010-09-23 16:25:00,3.75,13418,Switzerland,41.25
501226,22720,SET OF 3 CAKE TINS PANTRY DESIGN,12,2010-12-09 20:37:00,8.5,17630,Australia,102.0
501227,85099B,JUMBO BAG RED RETROSPOT,1,2010-01-06 09:06:00,2.1,15815,Netherlands,2.1
501227,22423,REGENCY CAKESTAND 3 TIER,3,2011-03-23 17:52:00,3.75,17357,Germany,11.25
501227,DOT,DOTCOM POSTAGE,17,2010-06-24 17:40:00,0.85,15909,Portugal,14.45
501228,TEST001,TEST PRODUCT,1,2011-09-26 13:38:00,3.75,17726,Belgium,3.75
501228,47566,PARTY BUNTING,3,2010-12-03 22:23:00,2.1,16258,Australia,6.3
501229,M,MANUAL,1,2011-10-01 10:07:00,18.9,13965,Germany,18.9
501229,TEST001,TEST PRODUCT,10,2011-05-28 10:18:00,8.5,15531,Belgium,85.0
501229,22720,SET OF 3 CAKE TINS PANTRY DESIGN,8,2010-08-30 15:57:00,5.95,12800,United Kingdom,47.6
501230,22423,REGENCY CAKESTAND 3 TIER,18,2010-02-24 17:58:00,3.75,15443,Switzerland,67.5
501230,71053,WHITE METAL LANTERN,9,2011-03-12 16:02:00,2.1,16374,United Kingdom,18.9
501231,M,MANUAL,6,2010-05-21 14:26:00,3.75,15437,Germany,22.5
501231,DOT,DOTCOM POSTAGE,7,2010-02-13 14:33:00,8.5,17886,United Kingdom,59.5
501232,M,MANUAL,6,2011-08-29 08:24:00,8.5,17266,United Kingdom,51.0
501232,85099B,JUMBO BAG RED RETROSPOT,5,2011-09-15 19:15:00,2.1,16362,United Kingdom,10.5
501232,M,MANUAL,3,2010-10-11 21:53:00,3.75,17120,Spain,11.25
501233,22720,SET OF 3 CAKE TINS PANTRY DESIGN,1,2010-07-26 17:19:00,3.75,17999,Australia,3.75
501233,84406B,CREAM CUPID HEARTS COAT HANGER,18,2010-10-05 20:03:00,12.75,14068,Switzerland,229.5
501234,22423,REGENCY CAKESTAND 3 TIER,9,2010-07-27 16:41:00,12.75,17397,Switzerland,114.75
501234,21730,GLASS STAR FROSTED T-LIGHT HOLDER,9,2011-03-10 14:06:00,8.5,15828,France,76.5
501234,84406B,CREAM CUPID HEARTS COAT HANGER,1,2011-07-29 11:20:00,24.5,13898,Australia,24.5
501235,TEST001,TEST PRODUCT,13,2011-05-25 13:15:00,3.75,14811,Australia,48.75
501235,47566,PARTY BUNTING,17,2010-02-13 09:28:00,39.9,12811,France,678.3
501236,22720,SET OF 3 CAKE TINS PANTRY DESIGN,15,2010-11-16 19:28:00,1.25,16888,Portugal,18.75
501236,84406B,CREAM CUPID HEARTS COAT HANGER,2,2011-08-17 19:50:00,12.75,12413,United Kingdom,25.5
501237,POST,POSTAGE,3,2010-09-11 08:32:00,18.9,14454,United Kingdom,56.7
501237,22720,SET OF 3 CAKE TINS PANTRY DESIGN,17,2010-09-23 09:06:00,1.25,14895,Spain,21.25
501237,DOT,DOTCOM POSTAGE,17,2011-05-31 20:16:00,5.95,15317,Belgium,101.15
501238,TEST001,TEST PRODUCT,10,2010-07-08 13:22:00,5.95,13070,Belgium,59.5
501238,DOT,DOTCOM POSTAGE,7,2011-11-18 14:17:00,0.85,12478,France,5.95
501239,47566,PARTY BUNTING,9,2011-01-18 12:37:00,39.9,13737,Portugal,359.1
501239,84029E,RED WOOLLY HOTTIE WHITE HEART.,11,2010-01-10 09:53:00,18.9,17725,Germany,207.9
501239,84406B,CREAM CUPID HEARTS COAT HANGER,15,2010-08-09 14:23:00,5.95,17908,Australia,89.25
501240,84029E,RED WOOLLY HOTTIE WHITE HEART.,8,2011-10-17 14:19:00,1.25,16643,Netherlands,10.0
501240,22423,REGENCY CAKESTAND 3 TIER,13,2010-03-06 19:43:00,1.25,15410,Spain,16.25
501241,22720,SET OF 3 CAKE TINS PANTRY DESIGN,6,2010-02-07 16:03:00,0.85,17035,Netherlands,5.1
501241,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2010-09-06 09:40:00,0.85,16445,Portugal,6.8
501242,85099B,JUMBO BAG RED RETROSPOT,18,2011-01-01 16:46:00,12.75,17355,Germany,229.5
501242,71053,WHITE METAL LANTERN,10,2010-08-28 10:03:00,39.9,16717,Sweden,399.0
501242,85099B,JUMBO BAG RED RETROSPOT,13,2010-04-02 18:06:00,3.75,13723,Spain,48.75
501243,TEST001,TEST PRODUCT,15,2010-11-24 18:18:00,12.75,17099,France,191.25
501244,84879,ASSORTED COLOUR BIRD ORNAMENT,9,2010-06-30 19:40:00,18.9,14302,Australia,170.1
501244,71053,WHITE METAL LANTERN,7,2010-12-14 20:26:00,12.75,12410,Australia,89.25
501244,TEST001,TEST PRODUCT,17,2010-05-16 16:27:00,12.75,14098,France,216.75
501245,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2010-11-22 22:42:00,8.5,13004,Germany,68.0
501246,85099B,JUMBO BAG RED RETROSPOT,5,2011-06-11 21:50:00,8.5,13431,United Kingdom,42.5
501246,85123A,WHITE HANGING HEART T-LIGHT HOLDER,15,2010-09-25 15:43:00,24.5,12495,Netherlands,367.5
501247,71053,WHITE METAL LANTERN,15,2011-07-20 19:53:00,2.1,16765,United Kingdom,31.5
501247,85099B,JUMBO BAG RED RETROSPOT,11,2011-08-08 08:29:00,1.25,18120,Portugal,13.75
501247,21730,GLASS STAR FROSTED T-LIGHT HOLDER,9,2010-02-22 20:47:00,24.5,14732,France,220.5
501248,POST,POSTAGE,2,2011-10-27 11:12:00,1.25,17403,Spain,2.5
501248,84406B,CREAM CUPID HEARTS COAT HANGER,3,2010-09-07 17:08:00,8.5,12833,Sweden,25.5
501249,85123A,WHITE HANGING HEART T-LIGHT HOLDER,11,2011-03-12 14:40:00,8.5,13174,Sweden,93.5
501249,21730,GLASS STAR FROSTED T-LIGHT HOLDER,14,2011-05-19 15:34:00,12.75,13814,Spain,178.5
501249,84879,ASSORTED COLOUR BIRD ORNAMENT,17,2011-02-09 21:56:00,24.5,12686,Sweden,416.5
501250,22720,SET OF 3 CAKE TINS PANTRY DESIGN,12,2011-09-10 21:52:00,12.75,14244,Australia,153.0
501250,47566,PARTY BUNTING,6,2010-05-10 11:22:00,3.75,14197,Sweden,22.5
501251,71053,WHITE METAL LANTERN,16,2011-04-04 12:44:00,39.9,17964,Netherlands,638.4
501251,22720,SET OF 3 CAKE TINS PANTRY DESIGN,13,2010-05-20 18:54:00,39.9,13146,United Kingdom,518.7
501252,84406B,CREAM CUPID HEARTS COAT HANGER,16,2010-07-06 15:48:00,24.5,15541,Spain,392.0
501252,M,MANUAL,10,2010-07-29 11:03:00,1.25,17161,France,12.5
501252,DOT,DOTCOM POSTAGE,9,2010-08-27 16:09:00,24.5,12995,United Kingdom,220.5
